Locus	Size	NumTags	ModeSizeNumTags
34655327	44	2	2
34655329	42	2	2
34655330	41	11	10
34655331	40	804	691
34655332	39	2	2
34655366	176	2	2
34655367	175	743	713
34672284	85	6	6
34672288	81	166	162
34672289	80	3	3
34672290	79	2	2
34678089	85	4	4
34678093	81	214	205
34678094	80	5	4
34678121	53	21	19
34735438	130	8	8
34748953	130	16	16
34756801	143	89	89
34759710	19	2	2
34763008	176	2	2
34780009	186	9	9
34780266	522	3	3
34780385	117	3	2
34780463	15722	3	3
34780465	15722	3	3
34780466	15722	6	6
34780467	15722	2	2
34780697	124	22	18
34796533	124	22	18
34802915	254	10	10
34863597	170	73	73
34882427	91	2	2
34882428	90	3	2
34882429	89	5	5
34882430	88	784	763
34884648	288	2	2
34884803	133	3	3
34884804	132	20	20
34884805	131	3003	2965
34884806	130	4	4
34884807	129	2	2
34890048	155	41	41
34890052	151	3	3
34890839	26	3	3
34897501	357	2	2
34897502	356	175	175
34897854	89	13	11
34916159	324	8	8
34930958	113	3	3
34930960	111	1261	1250
34930961	110	4	4
34930964	107	33	32
35046502	79	420	399
35046503	78	2	2
35046506	75	7	7
35103395	124	6	6
35103396	123	15	15
35103397	122	1615	1595
35103398	121	2	2
35103403	116	2	2
35103468	35	2	2
35108318	19	4	4
35113935	348	136	133
35126603	301	542	538
35126604	300	5	5
35126607	297	2	2
35126900	236	23	23
35162187	120	2	2
35183634	19	4	4
35184017	287	2	2
35186195	432	24	24
35188272	362	5	5
35193436	40	2	2
35193437	39	10	5
35193438	38	958	946
35193439	37	2	2
35200621	108	3	3
35200622	107	41	38
35203061	38	3	2
35203062	37	708	699
35203063	36	3	3
35251348	107	6	6
35251349	106	6	6
35251350	105	31	31
35251351	104	3489	3447
35251352	103	7	7
35251353	102	2	2
35251451	304	425	415
35251452	303	2	2
35253826	38	4	3
35253827	37	703	696
35253828	36	3	3
35280101	184	20	17
35280106	179	1916	1822
35280107	178	58	57
35280108	177	52	44
35280109	176	6	4
35280111	174	3	3
35280279	114	3	3
35280280	113	12	12
35280281	112	2672	2648
35280282	111	5	5
35280980	20	2	2
35282837	64	2	2
35326412	116	2	2
35326414	114	258	241
35334933	231	2	2
35334934	230	75	74
